CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50017,1,0.0,Computer,1,12.0,Debit Card,Female,,4,Mobile,2,Single,2,1,18.0,1.0,1.0,0.0,129
50018,1,0.0,Mobile Phone,3,11.0,E wallet,Male,2.0,4,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,3.0,157
50019,1,0.0,Computer,1,13.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Single,2,1,24.0,1.0,1.0,6.0,161
50020,1,19.0,Mobile Phone,1,20.0,Debit Card,Female,3.0,3,Mobile Phone,4,Divorced,10,1,18.0,1.0,4.0,3.0,150
50021,1,0.0,Mobile Phone,3,12.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Divorced,5,1,18.0,6.0,7.0,7.0,162
50024,1,0.0,Phone,3,26.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Divorced,4,1,11.0,1.0,2.0,2.0,146
50025,1,14.0,Computer,1,14.0,Debit Card,Male,2.0,5,Fashion,2,Single,3,0,15.0,0.0,1.0,3.0,207
50027,0,8.0,Mobile Phone,3,6.0,E wallet,Male,3.0,3,Fashion,4,Divorced,2,0,13.0,1.0,1.0,6.0,173
50029,0,18.0,Phone,1,,Debit Card,Male,2.0,3,Laptop & Accessory,4,Married,9,0,18.0,1.0,1.0,15.0,123
50030,0,5.0,Computer,3,14.0,E wallet,Female,2.0,3,Fashion,2,Single,2,0,14.0,2.0,3.0,7.0,190
50031,0,2.0,Computer,1,6.0,COD,Male,2.0,3,Laptop & Accessory,3,Divorced,2,0,13.0,0.0,1.0,9.0,143
50034,0,13.0,Mobile Phone,3,10.0,E wallet,Male,3.0,4,Fashion,2,Divorced,8,0,11.0,2.0,2.0,11.0,209
50039,0,30.0,Mobile Phone,1,30.0,Debit Card,Male,2.0,2,Fashion,2,Married,4,1,16.0,1.0,1.0,4.0,194
50041,0,23.0,Mobile Phone,1,17.0,Debit Card,Female,2.0,3,Others,4,Single,4,0,,2.0,4.0,4.0,299
50042,0,14.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,3,Married,5,0,12.0,1.0,1.0,8.0,125
50043,0,3.0,Mobile Phone,3,11.0,Debit Card,Female,2.0,3,Fashion,2,Divorced,3,0,12.0,2.0,7.0,4.0,194
50044,0,11.0,Mobile Phone,3,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,2,Single,5,0,22.0,1.0,1.0,1.0,187
50045,0,5.0,Phone,1,12.0,Debit Card,Male,,3,Mobile,3,Single,4,0,20.0,0.0,1.0,4.0,130
50046,0,0.0,Phone,1,23.0,COD,Male,,3,Mobile,4,Divorced,1,1,16.0,1.0,1.0,1.0,131
50047,1,0.0,Computer,3,,COD,Female,3.0,5,Mobile,5,Single,1,0,21.0,1.0,1.0,0.0,123
50050,0,18.0,Mobile Phone,3,10.0,Debit Card,Female,1.0,3,Laptop & Accessory,5,Married,5,1,11.0,0.0,1.0,3.0,150
50051,0,29.0,Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,5,1,18.0,1.0,2.0,2.0,143
50052,0,6.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,2,Single,1,0,14.0,0.0,1.0,2.0,125
50053,1,0.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,2,Single,2,0,22.0,0.0,1.0,0.0,111
50054,0,19.0,Mobile Phone,3,6.0,E wallet,Female,3.0,3,Fashion,5,Married,2,0,25.0,4.0,15.0,7.0,205
50058,1,4.0,Phone,3,26.0,E wallet,Female,,3,Mobile,4,Single,2,1,22.0,0.0,1.0,2.0,131
50064,0,7.0,Computer,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,2,0,17.0,0.0,1.0,9.0,195
50066,0,25.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Others,3,Divorced,1,0,,1.0,11.0,9.0,300
50068,1,0.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,4,1,13.0,1.0,1.0,1.0,159
50071,0,10.0,Phone,1,27.0,Debit Card,Male,3.0,2,Mobile Phone,5,Divorced,2,1,12.0,0.0,1.0,7.0,136
50074,0,11.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,10,0,14.0,0.0,1.0,0.0,166
50075,0,11.0,Mobile Phone,1,35.0,COD,Male,2.0,3,Laptop & Accessory,2,Divorced,4,0,18.0,0.0,1.0,7.0,163
50076,0,0.0,Computer,1,6.0,COD,Male,2.0,4,Laptop & Accessory,5,Divorced,6,0,19.0,0.0,2.0,0.0,143
50077,0,22.0,Computer,1,24.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Married,2,1,15.0,0.0,1.0,7.0,168
50081,1,0.0,Mobile Phone,3,33.0,E wallet,Female,2.0,3,Fashion,2,Divorced,2,0,22.0,1.0,1.0,9.0,176
50082,0,0.0,Phone,1,,Debit Card,Male,2.0,2,Mobile,4,Married,2,1,16.0,0.0,2.0,2.0,123
50084,0,13.0,Computer,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,10,0,14.0,1.0,1.0,2.0,149
50087,0,3.0,Computer,1,6.0,Debit Card,Male,2.0,4,Fashion,3,Single,2,0,22.0,2.0,5.0,8.0,185
50088,0,0.0,Computer,3,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,1.0,1.0,7.0,200
50089,0,24.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,4,Fashion,4,Divorced,6,0,16.0,1.0,4.0,,225
50090,1,0.0,Phone,1,,COD,Female,2.0,3,Mobile,5,Single,6,1,11.0,1.0,1.0,4.0,127
50091,0,14.0,Mobile Phone,3,12.0,Debit Card,Female,3.0,3,Fashion,2,Single,4,1,18.0,0.0,,0.0,236
50092,1,0.0,Computer,3,32.0,E wallet,Female,2.0,4,Laptop & Accessory,5,Single,6,0,15.0,0.0,1.0,1.0,167
50095,0,27.0,Mobile Phone,3,9.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Divorced,3,0,14.0,1.0,1.0,5.0,159
50096,0,9.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,9,0,16.0,0.0,3.0,7.0,159
50098,0,10.0,Computer,1,17.0,UPI,Male,2.0,3,Fashion,2,Married,2,1,14.0,0.0,1.0,,222
50099,0,11.0,Mobile Phone,3,9.0,Debit Card,Male,3.0,3,Fashion,3,Married,1,0,12.0,1.0,5.0,13.0,206
50102,0,10.0,Computer,3,10.0,E wallet,Male,2.0,3,Mobile Phone,2,Married,5,0,17.0,1.0,5.0,8.0,0
50104,0,8.0,Computer,3,6.0,E wallet,Female,3.0,3,Fashion,3,Single,2,0,14.0,1.0,1.0,8.0,188
50106,0,25.0,Phone,1,8.0,Debit Card,Female,2.0,4,Mobile,2,Single,8,0,15.0,0.0,2.0,2.0,132
50107,0,15.0,Mobile Phone,1,10.0,Cash on Delivery,Male,2.0,3,Others,2,Divorced,2,0,,0.0,11.0,15.0,292
50111,0,16.0,Mobile Phone,3,22.0,E wallet,Female,3.0,3,Grocery,2,Divorced,6,1,22.0,0.0,,9.0,261
50112,1,0.0,Phone,1,8.0,Debit Card,Female,,3,Mobile,5,Divorced,8,0,20.0,1.0,1.0,7.0,127
50113,0,25.0,Computer,3,8.0,Debit Card,Male,3.0,4,Others,3,Single,2,1,18.0,,15.0,12.0,291
50114,0,5.0,Phone,3,10.0,Debit Card,Female,2.0,3,Mobile Phone,4,Divorced,3,0,11.0,1.0,1.0,2.0,139
50115,1,0.0,Phone,1,6.0,Debit Card,Male,3.0,4,Mobile Phone,3,Single,1,1,14.0,1.0,1.0,2.0,137
50117,0,5.0,Computer,3,32.0,E wallet,Male,3.0,3,Laptop & Accessory,2,Divorced,1,0,18.0,1.0,2.0,2.0,145
50118,0,14.0,Phone,1,25.0,Debit Card,Male,,3,Laptop & Accessory,5,Married,3,0,16.0,1.0,1.0,0.0,131
50119,0,13.0,Phone,1,30.0,COD,Male,3.0,3,Laptop & Accessory,2,Married,2,0,17.0,2.0,4.0,7.0,133
50120,0,18.0,Mobile Phone,1,6.0,UPI,Male,3.0,2,Others,2,Divorced,1,0,,1.0,1.0,7.0,292
50122,0,6.0,Phone,1,11.0,Debit Card,Female,,4,Mobile,2,Divorced,2,0,13.0,0.0,1.0,2.0,129
50123,0,7.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,5,Divorced,7,0,13.0,0.0,5.0,9.0,160
50125,0,18.0,Computer,1,13.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Divorced,5,0,17.0,0.0,1.0,2.0,164
50127,0,12.0,Computer,1,8.0,Cash on Delivery,Female,3.0,3,Fashion,3,Single,1,0,25.0,10.0,11.0,,209
50128,0,2.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,2,Single,2,0,19.0,0.0,1.0,5.0,123
50129,0,15.0,Mobile Phone,1,23.0,Debit Card,Female,2.0,2,Laptop & Accessory,5,Single,4,1,13.0,0.0,1.0,2.0,165
50130,0,2.0,Mobile Phone,3,26.0,E wallet,Male,2.0,3,Laptop & Accessory,2,Married,3,0,14.0,1.0,1.0,2.0,169
50131,0,0.0,Phone,1,6.0,Debit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,1,0,12.0,1.0,1.0,2.0,149
50134,0,24.0,Phone,1,6.0,Debit Card,Male,,3,Mobile,2,Divorced,2,0,11.0,1.0,1.0,0.0,127
50136,0,5.0,Computer,1,13.0,Debit Card,Male,,2,Mobile,4,Divorced,2,0,20.0,0.0,1.0,3.0,128
50137,0,11.0,Computer,3,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,2,Divorced,4,0,18.0,6.0,7.0,5.0,152
50139,0,19.0,Mobile Phone,3,8.0,Cash on Delivery,Female,3.0,5,Grocery,4,Divorced,4,1,12.0,,7.0,7.0,269
50140,1,0.0,Phone,1,8.0,Debit Card,Male,3.0,3,Mobile,3,Single,3,0,11.0,1.0,1.0,0.0,135
50143,0,0.0,Computer,1,11.0,Debit Card,Male,2.0,2,Laptop & Accessory,5,Married,2,0,12.0,1.0,1.0,5.0,140
50145,0,9.0,Phone,1,12.0,Debit Card,Male,2.0,3,Mobile,2,Divorced,1,0,11.0,4.0,10.0,11.0,132
50147,1,10.0,Computer,1,35.0,Debit Card,Male,2.0,3,Fashion,4,Divorced,2,1,12.0,5.0,9.0,,218
50152,0,2.0,Mobile Phone,1,28.0,Debit Card,Female,3.0,2,Fashion,4,Married,8,0,18.0,5.0,6.0,,220
50154,0,0.0,Computer,1,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,2,0,20.0,0.0,1.0,4.0,164
50155,0,23.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,3,Others,4,Married,4,0,14.0,,1.0,6.0,291
50157,0,15.0,Phone,3,6.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,2,0,25.0,4.0,11.0,6.0,149
50158,0,2.0,Computer,3,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,2,0,18.0,0.0,1.0,9.0,146
50159,0,28.0,Mobile Phone,1,26.0,COD,Male,2.0,3,Laptop & Accessory,2,Divorced,4,1,19.0,1.0,1.0,8.0,154
50162,1,7.0,Computer,1,30.0,Debit Card,Male,,3,Mobile,3,Married,4,1,22.0,0.0,1.0,0.0,132
50163,0,11.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,10,0,14.0,0.0,1.0,2.0,157
50165,0,1.0,Phone,1,14.0,Debit Card,Female,3.0,3,Mobile,2,Single,2,0,21.0,0.0,1.0,2.0,133
50166,0,22.0,Computer,1,16.0,Debit Card,Female,2.0,3,Others,5,Single,10,1,11.0,,1.0,2.0,287
50167,0,9.0,Phone,1,9.0,COD,Male,1.0,3,Laptop & Accessory,4,Single,5,0,12.0,6.0,7.0,7.0,145
50168,0,4.0,Computer,3,11.0,E wallet,Female,,3,Mobile,4,Married,2,0,11.0,0.0,2.0,2.0,128
50169,1,0.0,Mobile Phone,3,10.0,E wallet,Male,2.0,4,Laptop & Accessory,2,Single,2,1,12.0,7.0,7.0,4.0,158
50171,0,15.0,Computer,3,32.0,E wallet,Female,3.0,3,Grocery,4,Divorced,6,0,14.0,2.0,,8.0,235
50173,0,8.0,Mobile Phone,3,22.0,E wallet,Male,3.0,3,Fashion,4,Divorced,1,0,15.0,3.0,6.0,9.0,180
50174,0,9.0,Computer,1,24.0,Debit Card,Male,2.0,2,Mobile Phone,2,Divorced,5,0,18.0,0.0,1.0,0.0,137
50176,0,14.0,Mobile Phone,3,8.0,Debit Card,Male,2.0,3,Grocery,4,Single,2,0,19.0,1.0,,4.0,260
